Tegmine;Тегмен;ζ;Cnc;1;HR 3208;4.67;123.053160;17.647821;;
Tejat;Теят;μ;Gem;;HR 2286;2.87;95.740112;22.513583;;Теят Постериор, Теджат Постериор, Нихатай, Пиш Пай, Калх, Калкс
Terebellum;Теребелл;ω;Sgr;;HR 7597;4.70;298.959838;-26.299534;;Теребеллум 2
Theemin;Тееним;υ;Eri;2;HR 1464;3.81;68.887660;-30.562341;;
Thuban;Тубан;α;Dra;;HR 5291;3.67;211.097291;64.375851;;
Tiaki;Тиаки;β;Gru;;HR 8636;2.12;340.666876;-46.884576;;
Tianguan;Тяньгуань;ζ;Tau;;HR 1910;2.97;84.411189;21.142544;;Альхека
Tianyi;Тяньи;7;Dra;;HR 4863;5.43;191.893099;66.790305;;
Titawin;Титавин;υ;And;;HR 458;4.09;24.199342;41.405457;;
Toliman;Толиман;α;Cen;;HR 5460;1.35;219.896096;-60.837528;;Бунгула
Tonatiuh;Тонатиу;;Cam;;HR 4609;5.80;181.312995;76.905735;;
Torcular;Торкулар;ο;Psc;;HR 510;4.29;26.348466;9.157737;;Торкуларис Септентрионалис
Tureis;Турейс;ρ;Pup;;HR 3185;2.83;121.886037;-24.304324;;
Ukdah;Укдах;ι;Hya;;HR 3845;3.90;144.964008;-1.142810;;Бин Синь
Unukalhai;Унукалхай;α;Ser;;HR 5854;2.63;236.066976;6.425629;;Унук аль Хай, Унук Альхайя, Cor Serpentis, Сердце Змеи
Unurgunite;Унургуните;σ;CMa;;HR 2646;3.49;105.429782;-27.934830;;
Vega;Вега;α;Lyr;;HR 7001;0.03;279.234735;38.783689;;
Veritate;Веритате;14;And;;HR 8930;5.22;352.822556;39.236197;;
Vindemiatrix;Виндемиатрикс;ε;Vir;;HR 4932;2.85;195.544157;10.959149;;Винде-Миатрикс, Виндемиатор, Виндемитор, Альмуредин, Мукдим аль Китаф
Wasat;Васат;δ;Gem;;HR 2777;3.50;110.030749;21.982316;;Вазад
Wazn;Вазн;β;Col;;HR 2040;3.12;87.739968;-35.768310;;Везн
Wezen;Везен;δ;CMa;;HR 2693;1.83;107.097850;-26.393200;;
Wurren;Вуррен;ζ;Phe;;HR 338;4.02;17.096173;-55.245758;;
Xamidimura;Xamidimura;μ;Sco;1;HR 6247;3.00;252.967630;-38.047380;;Денеб Акраб
Xuange;Сюаньгэ;λ;Boo;;HR 5351;4.18;214.095912;46.088306;;
Yed Posterior;Йед Постериор;ε;Oph;;HR 6075;3.23;244.580374;-4.692510;;Постериор
Yed Prior;Йед Приор;δ;Oph;;HR 6056;2.73;243.586411;-3.694323;;Приор
Yildun;Йилдун;δ;UMi;;HR 6789;4.35;263.054126;86.586462;;Йильдун
Zaniah;Заниах;η;Vir;;HR 4689;3.89;184.976476;-0.666793;;
Zaurak;Заурак;γ;Eri;;HR 1231;2.97;59.507360;-13.508516;;
Zavijava;Завиява;β;Vir;;HR 4540;3.59;177.673826;1.764717;;Завийява, Завийя, Алараф, Альараф
Zhang;Чжанг;υ;Hya;1;HR 3903;4.11;147.869558;-14.846603;;
Zibal;Зибаль;ζ;Eri;;HR 984;4.80;48.958436;-8.819731;;
Zosma;Зосма;δ;Leo;;HR 4357;2.56;168.527089;20.523718;;Дур
Zubenelgenubi;Зубен эль Генуби;α;Lib;2;HR 5531;2.75;222.719638;-16.041777;;Зубен эль Генубе, Зубен Эльгенуби, Киффа Аустралис
Zubenelhakrabi;Зубен эль Акраб;γ;Lib;;HR 5787;3.91;233.881578;-14.789536;;Зубен Эльакраб
Zubeneschamali;Зубен Эльшемали;β;Lib;;HR 5685;2.61;229.251724;-9.382914;;Зубенеш
;Азеллус Прима;θ;Boo;;HD 126660;;;;;
;Азеллус Секунда;ι;Boo;;HD 125161;;;;;
;Азеллус Терция;χ;Boo;;;;;;;
;Алахфар;ω;Dra;;HIP 86201;;;;;
;Алиа;δ;Ser;;;;;;;
;Аль Минлиар аль Асад;κ;Leo;;HD 81146;;;;;
;Аль Талимайн 1;ι;Aql;;HIP 96468;;;;;
;Аль Талимайн 2;λ;Aql;;HIP 93805;;;;;
;Альакраб;ω;Sco;2;HIP 78990;4.33;;;;
;Альатфар;μ;Lyr;;HIP 90191;;;;;
;Альгенуби;ε;Leo;;HD 84441;;;;;Рас Элас Эд Аустралис
;Альдафирах;β;Com;;HIP 64394;;;;;
;Альджабхах;η;Leo;;HD 87737;;;;;
;Альджеди 1;α;Cap;1;HIP 100027;;;;;Прима Гиеди
;Алькальб Альраи;ρ;Cep;;HIP 117863;;;;;
;Альнитак;ξ;Ori;;;;;;;
;Альшарасиф;β;Crt;;HD 97277;;;;;
;Аполлион;ι;Sco;1;;;;;;
;Арм;η;Cap;;HIP 104019;;;;;Форамен, Армус
;Бос;ρ;Cap;;HIP 101027;;;;;
;Гидор;λ;Aqr,;;HR 8698;3.72;;;;Вода
;Гидрия;η;Aqr;;;;;;;
;Голова Гидры;α;Hyi;;HIP 9236;;;;;
;Горгонея Кватра;ω;Per;;HD 19656;;;;;
;Горгонея Секунда;π;Per;;HD 18411;;;;;
;Горгонея Терция;ρ;Per;;HD 19058;;;;;
;Гранатовая;μ;Cep;;HIP 107259;;;;;Эракис, звезда Гершеля
;Граффиас;η;Sco;;HIP 84143;3.33;;;;
;Денеб Альгенуби;η;Cet;;HIP 5364;3.46;;;;
;Денеб Окаб;δ;Aql;;HIP 95501;3.34;;;;
;Денеб Эльокаб II;ε;Aql;;HIP 93244;;;;;
;Денеб аль Шемали;ι;Cet;;HIP 1562;;;;;Шемали, Денеб Кайтос Шемали
;Джабхат;ω;Sco;1;HIP 78933;3.97;;;;
;Дорс;θ;Cap;;HIP 104139;;;;;Дорсум
;Звезда Бэбкока;;Lac;;HIP 112247;8.81;;;;
;Звезда Ван Маанена;;;;HIP 3829;;;;;
;Звезда Каптейна;;;;HIP 24186;;;;;
;Звезда Кшеминьского;;Cen;;;13.25;;;;
;Звезда Кэмпбелла;;Cyg;;HIP 96295;10.44;;;;
;Звезда Лейтена;;CMi;;HIP 36208;9.89;;;;
;Звезда Пласкетта;;;;HIP 31646;;;;;
;Звезда Поппера;;Cen;;HIP 69619;9.98;;;;
;Звезда Пшибыльского;;;;HIP 56709;;;;;
;Звезда Тигардена;;Ari;;;15.10;;;;
;Звезда Шольца;;Mon;;;;;;;
;Звезда ван Бисбрука;;Aql;;HIP 94761;9.13;;;;
;Зубен Хакраби;υ;Lib;;;;;;;
;Зубен Эльакриби;δ;Lib;;HD 132742;;;;;
;Исида;μ;CMa;;;5.00;;;;
;Кастра;ε;Cap;;HIP 106723;;;;;
;Ке Кван;κ;Cen;;HD 132200;;;;;
;Киссин;γ;Com;;HIP 60742;;;;;Кома Береницес
;Кума;υ;Dra;;;5.00;;;;
;Курхах;ζ;Cep;;HIP 109492;;;;;
;Кэ Гуань;β;Lup;;;;;;;
;Лабр;δ;Crt;;HD 98430;;;;;Лябрум
;Малая Феркад;11;UMi;;HD 136726;;;;;
;Манубрий;ο;Sgr;;HIP 93683;;;;;Манубриум 1
;Манубриум 2;θ;Sgr;1;HIP 98412;;;;;
;Маркеб;κ;Pup;;;3.80;;;;
;Марфак II;μ;Cas;;HIP 5336;;;;;
;Марфик;θ;Cas;;HIP 5542;;;;;
;Мен;α;Lup;;HIP 71860;;;;;Мэн, Ян Мун
;Менкхиб;ζ;Per;;HIP 18246;;;;;
;Минкар;ε;Crv;;HIP 59316;;;;;
;Минхир;υ;Hya;2;HD 87504;;;;;
;Мира;θ;Cet;;;;;;;
;Мухлифайн;γ;Cen;;HIP 61932;;;;;
;Нави;γ;Cas;;HIP 4427;;;;;Тсиг
;Объект Кувано-Хонда;;Vul;;;10.87;;;;
;Объект Сакураи;;Sgr;;;10.90;;;;
;Окул;π;Cap;;HIP 100881;;;;;Окулус
;Полыхающая;;CrB;;HIP 78322;;;;;звезда Блаза
;Прайя-пати;δ;Aur;;HD 40035;;;;;Приджипати
;Презепа;ι;Cnc;;;4.02;;;;
;Принцепс;δ;Boo;;HD 135722;;;;;
;Пропус;ι;Gem;;HD 58207;;;;;
;Пылающая;;Aur;;;;;;;
;Рана;δ;Eri;;HIP 17378;;;;;
;Регор;γ;Vel;2;HD 68273;;;;;Аль Сухайль аль Мухлиф, Сухель Альмухлиф
;Риджл аль Авва;μ;Vir;;HD 129502;;;;;Рийл Аль Авва
;Рукба Альджаджа;ω;Cyg;2;HIP 101243;;;;;
;Садалбари;λ;Peg;;HIP 112440;;;;;
;Садалтагер;ζ;Aqr;;;;;;;
;Сеат;π;Aqr;;HIP 110672;;;;;Сиденье
;Синистра;ν;Oph;;HIP 88048;;;;;
;Стеропа;22;Tau;;HIP 17588;;;;;Астеропа II
;Теребеллум 1;59;Sgr;;HIP 98162;;;;;
;Тиль;ε;Dra;;HIP 97433;;;;;Кин Ю
;Тхабит;υ;Ori;;HD 36512;;;;;
;Укдах 1;τ;Hya;1;HD 81997;;;;;
;Укдах 2;τ;Hya;2;HD 82446;;;;;
;Хан;ζ;Oph;;HD 149757;;;;;
;Це Ценг;ι;Leo;;HD 99028;;;;;
;Цегинус;φ;Boo;;HD 139641;;;;;
;Цзе;λ;Col;;HD 39764;;;;;
;Цын Ке;ψ;Vel;;;;;;;
;Чау;β;Ser;;HD 141003;;;;;
;Чжоо;α;Ara;;HIP 85792;;;;;Ара, Хоу
